	tdc		tdd			tdb		tdc	tda	tdc	tdh
2070	泥泥狗纯手工捏制/河南文化特产六件套/工艺大师任国伦作品	河南手工艺	120	#	Mr.	河南 周口	111111	泥泥狗纯手工捏制/河南文化特产六件套/工艺大师任国伦作品	liaokui852	泥泥狗纯手工捏制/河南文化特产六件套/工艺大师任国伦作品	//item.taobao.com/item.htm?id=8861971265&ns=1&abbucket=10#detail
2071	河南濮阳城市形象宣传片人文历史五谷粮油手工艺高清视频素材P825	河南手工艺	1.99	#	Mr.	江苏 镇江	111111	河南濮阳城市形象宣传片人文历史五谷粮油手工艺高清视频素材P825	广告专题站	河南濮阳城市形象宣传片人文历史五谷粮油手工艺高清视频素材P825	//item.taobao.com/item.htm?id=523311611260&ns=1&abbucket=10#detail
2072	【河南誉声琴行】恺撒堡手工高端艺术家钢琴KA132B豫西地区送货	河南手工艺	50040	#	Mr.	河南 洛阳	111111	【河南誉声琴行】恺撒堡手工高端艺术家钢琴KA132B豫西地区送货	河南誉声琴行	【河南誉声琴行】恺撒堡手工高端艺术家钢琴KA132B豫西地区送货	//item.taobao.com/item.htm?id=18898637249&ns=1&abbucket=10#detail
2073	舞龙舞狮社火用品西游记道具；大头娃娃地区民间特色手工艺河南省	河南手工艺	35	#	Mr.	上海	111111	舞龙舞狮社火用品西游记道具；大头娃娃地区民间特色手工艺河南省	上海玉阙乐器	舞龙舞狮社火用品西游记道具；大头娃娃地区民间特色手工艺河南省	//item.taobao.com/item.htm?id=42854642429&ns=1&abbucket=10#detail
2074	【河南土特产】大槐树粉条 传统工艺 手工制作 纯红薯粉条	河南手工艺	120	#	Mr.	河南 开封	111111	【河南土特产】大槐树粉条 传统工艺 手工制作 纯红薯粉条	baby_love_family	【河南土特产】大槐树粉条 传统工艺 手工制作 纯红薯粉条	//item.taobao.com/item.htm?id=37183478238&ns=1&abbucket=10#detail
2075	[满包邮]中国手工艺 陶瓷烧造 邱耿钰 天猫正版 河南教育出版社	河南手工艺	45.2	#	Mr.	北京	111111	[满包邮]中国手工艺 陶瓷烧造 邱耿钰 天猫正版 河南教育出版社	蒙飞图书专营店	[满包邮]中国手工艺 陶瓷烧造 邱耿钰 天猫正版 河南教育出版社	//detail.tmall.com/item.htm?id=19903319371&ns=1&abbucket=10
2076	"HD正版//我的本折纸书/〔日〕小野玛丽,〔日〕小野罗西,王晨曦/河南科学技术出版社/手工/DIY 纸艺"	河南手工艺	26.8	#	Mr.	北京	111111	"HD正版//我的本折纸书/〔日〕小野玛丽,〔日〕小野罗西,王晨曦/河南科学技术出版社/手工/DIY 纸艺"	宏坤图书音像专营店	"HD正版//我的本折纸书/〔日〕小野玛丽,〔日〕小野罗西,王晨曦/河南科学技术出版社/手工/DIY 纸艺"	//detail.tmall.com/item.htm?id=523082863639&ns=1&abbucket=10
2077	HD正版//巧手学吉祥剪纸提高篇/袁升科著/河南美术出版社/手工/DIY 纸艺	河南手工艺	23.8	#	Mr.	北京	111111	HD正版//巧手学吉祥剪纸提高篇/袁升科著/河南美术出版社/手工/DIY 纸艺	宏坤图书音像专营店	HD正版//巧手学吉祥剪纸提高篇/袁升科著/河南美术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=523166877965&ns=1&abbucket=10
2078	中国手工艺：编织与扎制/王连海 著/河南教育出版社	河南手工艺	32.8	#	Mr.	北京	111111	中国手工艺：编织与扎制/王连海 著/河南教育出版社	淘书天下图书专营店	中国手工艺：编织与扎制/王连海 著/河南教育出版社	//detail.tmall.com/item.htm?id=14932013942&ns=1&abbucket=10
2079	【正版包邮XK】 儿童立体手工:恐龙家族(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	河南手工艺	13.3	#	Mr.	北京	111111	【正版包邮XK】 儿童立体手工:恐龙家族(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	万亿红发图书专营店	【正版包邮XK】 儿童立体手工:恐龙家族(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	//detail.tmall.com/item.htm?id=524774216481&ns=1&abbucket=10
2080	【正版包邮XK】 儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	河南手工艺	13.3	#	Mr.	北京	111111	【正版包邮XK】 儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	万亿红发图书专营店	【正版包邮XK】 儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学技术出版社	//detail.tmall.com/item.htm?id=524774260389&ns=1&abbucket=10
2081	"包邮新书 组合折纸玩法100招 (日)北条敏彰,何凝一  河南科技 9787534944994  手工/DIY 纸艺"	河南手工艺	23.6	#	Mr.	北京	111111	"包邮新书 组合折纸玩法100招 (日)北条敏彰,何凝一  河南科技 9787534944994  手工/DIY 纸艺"	宏腾创新图书专营店	"包邮新书 组合折纸玩法100招 (日)北条敏彰,何凝一  河南科技 9787534944994  手工/DIY 纸艺"	//detail.tmall.com/item.htm?id=524466997858&ns=1&abbucket=10
2082	儿童立体手工：走兽王国（*版模切工艺，附游戏战斗卡）/漫唐堂/河南科学技术出版社	河南手工艺	13.2	#	Mr.	北京	111111	儿童立体手工：走兽王国（*版模切工艺，附游戏战斗卡）/漫唐堂/河南科学技术出版社	慧识图书专营店	儿童立体手工：走兽王国（*版模切工艺，附游戏战斗卡）/漫唐堂/河南科学技术出版社	//detail.tmall.com/item.htm?id=523288566899&ns=1&abbucket=10
2083	方城石猴护航猴 一帆风顺 河南民俗百年传承手工艺品	河南手工艺	298	#	Mr.	河南 南阳	111111	方城石猴护航猴 一帆风顺 河南民俗百年传承手工艺品	不变的承诺nan	方城石猴护航猴 一帆风顺 河南民俗百年传承手工艺品	//item.taobao.com/item.htm?id=524414494817&ns=1&abbucket=10#detail
2084	方城石猴金猴镇宅河南民俗百年传承手工艺品	河南手工艺	58	#	Mr.	河南 南阳	111111	方城石猴金猴镇宅河南民俗百年传承手工艺品	不变的承诺nan	方城石猴金猴镇宅河南民俗百年传承手工艺品	//item.taobao.com/item.htm?id=524425384327&ns=1&abbucket=10#detail
2085	CH现货正版/(吉祥剪纸)十二生肖系列丛书戌狗/袁升科  /河南美术出版社/手工/DIY 纸艺	河南手工艺	14.4	#	Mr.	北京	111111	CH现货正版/(吉祥剪纸)十二生肖系列丛书戌狗/袁升科  /河南美术出版社/手工/DIY 纸艺	诚顺达图书专营店	CH现货正版/(吉祥剪纸)十二生肖系列丛书戌狗/袁升科  /河南美术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524238907411&ns=1&abbucket=10
2086	CH现货正版/(吉祥剪纸)十二生肖系列丛书午马/袁升科 /河南美术出版社/手工/DIY 纸艺	河南手工艺	14.4	#	Mr.	北京	111111	CH现货正版/(吉祥剪纸)十二生肖系列丛书午马/袁升科 /河南美术出版社/手工/DIY 纸艺	诚顺达图书专营店	CH现货正版/(吉祥剪纸)十二生肖系列丛书午马/袁升科 /河南美术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524266410727&ns=1&abbucket=10
2087	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	河南手工艺	17.5	#	Mr.	江苏 无锡	111111	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	朵儿图书专营店	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	//detail.tmall.com/item.htm?id=44607725096&ns=1&abbucket=10
2088	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	河南手工艺	17.5	#	Mr.	江苏 无锡	111111	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	朵儿图书专营店	快乐手工玩转粘土:美食派对 畅销书籍 工艺饰品 正版 9787540127664 河南美术出版社 无	//detail.tmall.com/item.htm?id=44607725096&ns=1&abbucket=10
2089	河南特产 西瓜酱油 正宗无任何添加100%传统工艺 纯手工生产	河南手工艺	38	#	Mr.	河南 郑州	111111	河南特产 西瓜酱油 正宗无任何添加100%传统工艺 纯手工生产	宋府酱业	河南特产 西瓜酱油 正宗无任何添加100%传统工艺 纯手工生产	//item.taobao.com/item.htm?id=43675519076&ns=1&abbucket=10#detail
2090	河南特产 红薯粉 正宗无任何添加100%传统工艺 纯手工生产	河南手工艺	59.8	#	Mr.	河南 郑州	111111	河南特产 红薯粉 正宗无任何添加100%传统工艺 纯手工生产	宋府酱业	河南特产 红薯粉 正宗无任何添加100%传统工艺 纯手工生产	//item.taobao.com/item.htm?id=43147765050&ns=1&abbucket=10#detail
2091	天猫正版现货/快乐手工玩转粘土美食派对/李梅著/工艺饰品/河南美术出版社/新华书店畅销图书籍/9787540127664	河南手工艺	17.5	#	Mr.	江苏 南京	111111	天猫正版现货/快乐手工玩转粘土美食派对/李梅著/工艺饰品/河南美术出版社/新华书店畅销图书籍/9787540127664	乐博图书专营店	天猫正版现货/快乐手工玩转粘土美食派对/李梅著/工艺饰品/河南美术出版社/新华书店畅销图书籍/9787540127664	//detail.tmall.com/item.htm?id=41770009504&ns=1&abbucket=10
2092	快乐手工玩转粘土卡通王国 畅销书籍 工艺饰品 正版 9787540127671 河南美术出版社 无	河南手工艺	16.3	#	Mr.	江苏 无锡	111111	快乐手工玩转粘土卡通王国 畅销书籍 工艺饰品 正版 9787540127671 河南美术出版社 无	朵儿图书专营店	快乐手工玩转粘土卡通王国 畅销书籍 工艺饰品 正版 9787540127671 河南美术出版社 无	//detail.tmall.com/item.htm?id=44625880243&ns=1&abbucket=10
2093	河南神垕钧瓷名家手工单杯、窑变单杯、典藏级、亨达钧艺钧瓷茶杯	河南手工艺	168	#	Mr.	河南 郑州	111111	河南神垕钧瓷名家手工单杯、窑变单杯、典藏级、亨达钧艺钧瓷茶杯	亨达钧艺喜仁	河南神垕钧瓷名家手工单杯、窑变单杯、典藏级、亨达钧艺钧瓷茶杯	//item.taobao.com/item.htm?id=44844043553&ns=1&abbucket=10#detail
2094	玩转组合折纸 七彩花球 正版 图书 纸艺 手工 diy 河南科技	河南手工艺	27.06	#	Mr.	河南 郑州	111111	玩转组合折纸 七彩花球 正版 图书 纸艺 手工 diy 河南科技	河南科技旗舰店	玩转组合折纸 七彩花球 正版 图书 纸艺 手工 diy 河南科技	//detail.tmall.com/item.htm?id=14031326332&ns=1&abbucket=10
2095	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	河南手工艺	3200	#	Mr.	北京	111111	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	北京龙圣华	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	//item.taobao.com/item.htm?id=20500939864&ns=1&abbucket=10#detail
2096	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	河南手工艺	3200	#	Mr.	北京	111111	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	北京龙圣华	河南省工艺美术大师靳林琳 炉钧遂初壶 手工陶瓷壶 五大名窑 钧窑	//item.taobao.com/item.htm?id=18408422447&ns=1&abbucket=10#detail
2097	BY1【全店任选2本包邮】儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡)/漫唐堂著/河南科学技术出版社	河南手工艺	11.3	#	Mr.	北京	111111	BY1【全店任选2本包邮】儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡)/漫唐堂著/河南科学技术出版社	图客时代图书专营店	BY1【全店任选2本包邮】儿童立体手工:海洋境地(版模切工艺)(附游戏战斗卡)/漫唐堂著/河南科学技术出版社	//detail.tmall.com/item.htm?id=524762132553&ns=1&abbucket=10
2098	ZH 新华畅销书籍 现货包邮 辰龙-吉祥剪纸 袁升科 河南美术出版社 手工/DIY 纸艺	河南手工艺	14	#	Mr.	北京	111111	ZH 新华畅销书籍 现货包邮 辰龙-吉祥剪纸 袁升科 河南美术出版社 手工/DIY 纸艺	众合宏达图书专营店	ZH 新华畅销书籍 现货包邮 辰龙-吉祥剪纸 袁升科 河南美术出版社 手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524836370760&ns=1&abbucket=10
2099	ZH 新华畅销书籍 现货包邮 寅虎-吉祥剪纸 袁升科  河南美术出版社 手工/DIY 纸艺	河南手工艺	14	#	Mr.	北京	111111	ZH 新华畅销书籍 现货包邮 寅虎-吉祥剪纸 袁升科  河南美术出版社 手工/DIY 纸艺	众合宏达图书专营店	ZH 新华畅销书籍 现货包邮 寅虎-吉祥剪纸 袁升科  河南美术出版社 手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524803067197&ns=1&abbucket=10
2100	W正版/吉祥三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	河南手工艺	24.7	#	Mr.	北京	111111	W正版/吉祥三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	博文图书专营店	W正版/吉祥三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524881916439&ns=1&abbucket=10
2101	W正版/超可爱的三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	河南手工艺	24.7	#	Mr.	北京	111111	W正版/超可爱的三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	博文图书专营店	W正版/超可爱的三角片组合折纸/罗百胜/河南科学技术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524871557911&ns=1&abbucket=10
2102	河南特产小六子潢川贡面空心贡面手工挂面散装3捆1.55斤千年工艺	河南手工艺	14.65	#	Mr.	河南 郑州	111111	河南特产小六子潢川贡面空心贡面手工挂面散装3捆1.55斤千年工艺	家在商城	河南特产小六子潢川贡面空心贡面手工挂面散装3捆1.55斤千年工艺	//item.taobao.com/item.htm?id=521046537921&ns=1&abbucket=10#detail
2103	鸵鸟原蛋壳工艺品diy手工艺品制作网简单手工艺品制作 河南漯河	河南手工艺	49.9	#	Mr.	河北 石家庄	111111	鸵鸟原蛋壳工艺品diy手工艺品制作网简单手工艺品制作 河南漯河	线线儿姐姐	鸵鸟原蛋壳工艺品diy手工艺品制作网简单手工艺品制作 河南漯河	//item.taobao.com/item.htm?id=521554052112&ns=1&abbucket=10#detail
2104	天然鸵鸟蛋壳 非洲手工艺品制作方法大全diy手工艺品制作河南郑州	河南手工艺	49.9	#	Mr.	河北 石家庄	111111	天然鸵鸟蛋壳 非洲手工艺品制作方法大全diy手工艺品制作河南郑州	线线儿姐姐	天然鸵鸟蛋壳 非洲手工艺品制作方法大全diy手工艺品制作河南郑州	//item.taobao.com/item.htm?id=521555138263&ns=1&abbucket=10#detail
2105	HD正版//一起动手做昆虫折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	河南手工艺	19.5	#	Mr.	北京	111111	HD正版//一起动手做昆虫折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	宏坤图书音像专营店	HD正版//一起动手做昆虫折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=523199925076&ns=1&abbucket=10
2106	HD正版//一起动手做恐龙折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	河南手工艺	19.5	#	Mr.	北京	111111	HD正版//一起动手做恐龙折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	宏坤图书音像专营店	HD正版//一起动手做恐龙折纸/〔日〕高井弘明 ；李旖旎/河南科学技术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=523199729459&ns=1&abbucket=10
2107	【正版包邮XK】 小小手工大王?儿童立体手工:走兽王国(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学	河南手工艺	13.3	#	Mr.	北京	111111	【正版包邮XK】 小小手工大王?儿童立体手工:走兽王国(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学	万亿红发图书专营店	【正版包邮XK】 小小手工大王?儿童立体手工:走兽王国(版模切工艺)(附游戏战斗卡) 漫唐堂著  童书 益智游戏 创意手工书 河南科学	//detail.tmall.com/item.htm?id=524774097386&ns=1&abbucket=10
2108	CH现货正版/(吉祥剪纸)十二生肖系列丛书寅虎/袁升科 /河南美术出版社/手工/DIY 纸艺	河南手工艺	14.4	#	Mr.	北京	111111	CH现货正版/(吉祥剪纸)十二生肖系列丛书寅虎/袁升科 /河南美术出版社/手工/DIY 纸艺	诚顺达图书专营店	CH现货正版/(吉祥剪纸)十二生肖系列丛书寅虎/袁升科 /河南美术出版社/手工/DIY 纸艺	//detail.tmall.com/item.htm?id=524238667763&ns=1&abbucket=10
